a	b	label
13	13875	1
23	21058	-1
8	5474	1
48	1298	1
39	7634	-1
21	1654	-1
7	3750	1
46	21467	1
43	28305	1
40	5376	1
42	15333	1
22	19136	1
43	18197	1
46	12288	-1
37	20428	-1
28	22925	-1
12	10704	-1
0	6171	1
27	3932	-1
13	10606	1
46	23456	-1
48	27791	1
38	22483	-1
40	7937	-1
8	5320	1
24	19962	-1
35	14362	-1
48	20293	1
29	5996	1
42	17646	-1
40	13431	1
17	2906	1
13	28672	1
9	15577	-1
48	28034	1
4	23972	1
17	24466	-1
44	17490	1
2	22220	-1
44	26522	1
17	10872	-1
26	8466	-1
9	18868	-1
45	25702	-1
31	1268	-1
9	29509	1
3	22776	-1
8	3997	1
1	21581	-1
9	26120	-1
48	21647	1
13	28482	1
6	11735	1
14	9735	-1
40	17447	-1
33	30083	-1
46	21259	1
32	11049	-1
36	12499	-1
19	2364	-1
4	26336	1
12	19451	-1
2	28281	-1
5	17148	-1
17	29460	-1
26	1700	1
40	16875	1
41	12552	-1
16	25137	1
42	1666	1
46	24962	1
40	5129	-1
13	28836	-1
43	9547	1
11	19323	-1
6	25515	1
40	29321	1
23	3003	-1
49	20233	1
3	16235	-1
13	1445	1
20	8915	1
7	4890	1
40	26602	1
4	27663	1
49	12070	-1
49	20681	-1
8	6405	1
6	21972	-1
4	27564	-1
40	27261	1
30	14515	-1
42	1888	-1
19	1681	-1
4	5538	1
8	17932	1
43	16247	-1
5	21485	1
24	24992	-1
43	7562	1
48	18443	1
18	22525	1
21	8718	-1
16	9518	1
8	13802	1
14	8602	-1
32	14683	1
29	5898	-1
40	26575	1
17	22179	1
9	13936	-1
6	20947	1
43	19813	-1
41	20140	1
46	3432	1
11	24820	-1
44	18779	1
48	7160	1
1	27662	-1
36	17642	1
22	10245	-1
8	19190	-1
43	6759	1
21	15540	1
35	19727	1
22	19882	-1
33	14450	-1
10	22358	-1
43	13237	1
42	25154	1
18	28161	-1
49	3588	-1
38	24702	-1
16	8997	1
43	782	1
16	13813	1
10	27963	1
8	17501	1
0	2402	-1
37	11371	1
34	8750	-1
47	24527	-1
21	9292	-1
18	10065	-1
13	30574	1
43	16683	1
46	21441	1
8	30416	1
43	17423	-1
16	24191	-1
0	13301	-1
14	21670	-1
39	26871	-1
20	12849	-1
27	11569	-1
38	21736	-1
7	944	-1
26	15398	-1
22	13694	-1
43	27344	1
42	30750	1
48	10635	-1
16	5251	1
1	18277	-1
1	6146	-1
4	30549	-1
39	481	1
48	22507	1
38	6575	1
36	28545	1
36	13930	-1
4	19788	-1
13	8848	-1
28	20719	1
9	767	-1
14	9926	-1
19	15652	-1
45	25944	-1
46	27279	1
10	3732	-1
16	18078	1
15	28561	1
8	26739	1
9	3043	1
23	3169	1
17	25029	1
48	944	1
39	26163	-1
44	27113	-1
22	4158	-1
17	26423	1
20	6869	-1
12	13968	-1
21	26080	1
4	27612	1
13	12747	1
32	3834	-1
15	15901	-1
22	9373	-1
5	17634	1
20	27484	1
16	5215	1
9	25367	-1
8	8091	1
19	7821	-1
0	5484	-1
16	14319	-1
14	5672	1
0	14609	1
21	2215	1
6	18049	1
3	15855	-1
41	12497	-1
3	5744	-1
0	27979	-1
48	13192	1
30	25126	-1
37	4491	-1
25	5237	-1
0	8556	-1
39	10442	1
6	23486	1
46	20129	1
21	16078	1
46	19347	1
47	8308	-1
30	10025	1
40	6509	1
43	9039	1
6	13252	1
40	8813	-1
48	1039	-1
42	10822	1
48	15107	-1
8	12282	1
5	6571	1
48	25365	-1
38	8876	-1
7	10990	1
30	2426	1
48	14891	1
29	15339	-1
12	20335	-1
37	29877	-1
3	13691	1
36	6585	-1
14	21804	-1
21	7161	1
21	26138	-1
28	1868	-1
43	19109	1
1	16763	-1
5	11882	-1
6	24128	1
12	20195	-1
33	22839	-1
25	2772	-1
40	30499	1
36	21968	1
14	12238	-1
36	8402	1
13	29409	-1
8	9561	-1
7	12932	1
35	14601	-1
14	10104	1
46	1935	1
23	5349	1
10	19722	1
18	4430	1
10	29743	-1
0	3574	1
7	6684	-1
8	13048	1
34	18201	-1
45	25993	1
4	2505	1
10	15367	-1
23	6640	-1
18	15939	-1
44	1534	1
40	6400	1
32	12235	1
13	10673	1
38	28466	-1
0	877	-1
1	415	1
1	25960	1
20	15708	1
38	7535	-1
10	18183	-1
46	4450	1
26	4010	-1
10	4343	1
46	25538	-1
8	12980	1
19	2015	-1
34	11007	-1
10	22913	1
43	26730	-1
5	16318	1
6	20536	-1
27	1268	-1
6	19234	1
43	28866	1
11	24102	-1
48	22281	1
13	5585	1
39	26439	-1
35	29984	-1
29	25783	1
44	10309	1
35	5986	-1
19	12451	-1
10	29020	1
13	718	1
13	3625	1
31	11424	1
40	26416	1
8	23900	1
31	4618	1
46	14804	1
13	9519	-1
15	13221	-1
31	11081	1
17	7708	1
16	20021	1
46	448	1
13	28888	1
40	12621	1
45	13058	1
10	1236	1
5	17654	-1
3	11254	-1
43	24602	1
42	21297	1
41	20994	-1
3	17209	-1
18	11235	1
16	20271	-1
28	14032	-1
29	15950	-1
15	26686	-1
32	4626	1
6	5013	-1
17	27776	-1
26	29259	-1
43	27832	-1
48	11059	1
15	2820	1
21	9476	1
34	4862	-1
19	26935	-1
9	29010	-1
13	12450	1
49	1871	-1
13	28893	1
40	30442	1
28	6918	1
6	6229	-1
47	15126	-1
1	1659	1
6	22805	1
13	26499	1
29	18511	-1
1	11340	1
15	26254	-1
1	5319	-1
8	26110	1
31	21597	-1
48	8047	1
22	11682	1
29	9209	1
5	9988	-1
19	7805	-1
38	6141	-1
1	27089	-1
6	21658	-1
10	14635	-1
46	18803	1
43	12777	1
46	14886	1
1	27162	1
6	10441	-1
24	22056	-1
42	1939	1
24	10923	-1
39	2216	-1
8	13591	1
2	20752	-1
17	1547	1
38	20624	-1
16	5290	1
18	4623	1
49	10707	1
42	15909	1
2	9805	-1
0	19393	1
40	6109	1
13	20189	1
7	4394	-1
16	7432	-1
0	18807	-1
31	18105	1
7	22714	-1
13	24379	1
19	22753	-1
1	4398	-1
17	20042	-1
27	21593	-1
27	27931	-1
35	30746	-1
3	11683	-1
12	25226	1
5	27118	1
8	24038	1
26	26396	-1
29	17913	-1
8	8584	1
8	7118	1
42	9466	-1
21	2026	-1
21	6822	1
40	12776	1
44	23682	1
43	4738	1
35	16739	1
10	1616	1
40	21225	1
24	15411	-1
25	23977	-1
36	29873	-1
4	25891	1
11	3280	-1
49	24298	-1
46	12043	1
2	9171	-1
13	3384	-1
46	10983	1
26	14387	-1
49	9335	1
28	2283	1
1	22429	-1
18	8605	-1
36	7870	-1
21	16744	-1
9	28061	1
46	1207	-1
14	17822	-1
6	18433	1
0	19898	1
7	26089	-1
30	8087	1
45	11245	-1
3	26715	-1
35	29517	1
39	16437	-1
48	3888	1
10	14990	-1
42	18930	-1
24	26825	-1
30	13801	-1
35	5639	1
45	214	1
26	23143	1
48	7307	1
8	7506	1
37	28850	1
0	25709	-1
12	21993	-1
43	23008	1
15	10596	-1
33	19209	-1
43	24379	1
48	1407	1
49	24858	-1
39	3587	1
8	3884	1
46	21563	-1
18	17472	1
10	28371	1
43	5001	-1
45	22033	-1
6	30530	-1
49	7951	-1
42	29680	1
43	4871	1
42	25573	1
23	25257	-1
4	23167	1
40	2048	1
47	29977	-1
18	22439	1
10	16767	-1
10	6240	-1
1	21086	-1
46	7473	1
15	29510	-1
16	3691	1
44	5673	-1
19	8609	-1
48	25347	1
39	11088	-1
14	7026	1
13	3082	1
41	27918	-1
20	3181	-1
40	30005	-1
23	20668	-1
41	3653	-1
49	22446	-1
17	22700	1
41	4925	-1
17	16452	1
41	6254	1
35	1777	-1
35	18027	1
13	6193	1
17	26761	1
7	27518	-1
3	14195	-1
4	24814	-1
30	5901	-1
15	20529	-1
39	14883	1
48	8036	-1
39	3381	1
16	16340	-1
43	1965	-1
13	1405	-1
17	25862	1
16	5661	1
15	129	-1
48	24190	1
39	1521	1
46	23769	-1
9	10811	-1
6	28439	-1
13	16009	1
8	11045	-1
23	18618	1
26	5511	-1
12	11546	-1
28	8551	1
21	20964	1
43	10333	1
4	13465	1
33	302	-1
8	18753	1
27	2825	-1
8	5806	-1
28	29435	1
43	14208	-1
16	13554	-1
35	1460	1
41	25956	1
1	10444	-1
28	227	-1
7	7877	-1
13	4920	-1
25	23050	-1
16	1639	1
34	24696	-1
5	28741	1
10	19125	-1
5	5769	1
48	22942	1
8	3087	1
47	21182	1
38	131	-1
27	22061	1
42	30315	-1
13	7453	1
24	3509	-1
42	17685	1
0	5734	1
25	8187	-1
42	9951	1
35	3614	-1
39	30712	-1
28	22302	1
47	13869	-1
20	25441	-1
2	12003	-1
29	22394	1
21	13713	1
4	19280	1
40	12480	1
13	5810	1
18	27206	-1
38	18324	-1
20	17332	-1
32	20715	-1
16	3226	1
24	15663	-1
16	6015	-1
17	24091	1
27	28090	-1
40	6599	1
42	15988	1
48	14527	1
4	12461	-1
34	18539	-1
23	14214	-1
6	13626	1
26	28371	-1
5	15057	1
46	22209	1
8	16085	1
13	14458	1
1	18101	-1
0	20458	1
8	30948	-1
28	4915	1
15	17717	-1
43	1571	1
42	18779	1
46	5603	1
12	158	-1
40	25658	-1
15	4419	1
36	30900	-1
6	16068	-1
21	22240	1
8	6630	1
44	13589	-1
42	17929	-1
45	14318	-1
20	5666	-1
40	17142	1
16	17173	-1
26	22284	1
48	2623	1
0	23664	-1
29	15173	-1
31	16608	-1
15	17985	1
8	25663	-1
49	19920	-1
6	19788	-1
0	8826	-1
5	26129	-1
27	27586	1
29	311	-1
20	8513	-1
27	30237	1
41	30955	-1
43	17809	1
38	9412	1
12	8908	1
23	3667	1
46	7816	1
28	15135	1
34	9196	-1
18	1994	1
2	30745	1
1	5845	1
15	29595	-1
15	15981	-1
6	19006	1
19	15490	-1
23	11294	1
35	20075	1
0	26307	-1
49	14219	1
37	24921	1
31	7710	-1
44	4949	1
40	28902	1
17	5285	-1
8	11027	1
20	20653	-1
21	4688	-1
0	2232	1
32	3799	1
46	26575	-1
6	2208	1
25	23147	-1
27	27980	-1
38	18564	-1
33	9592	-1
49	22673	-1
3	1316	-1
43	30997	1
48	8816	1
6	9021	1
6	20676	-1
42	5494	1
23	17895	1
20	1783	1
48	15918	-1
34	25358	-1
4	3236	-1
16	11010	1
47	4398	-1
49	9177	1
2	1214	-1
39	28607	1
47	7379	-1
43	23064	1
19	12103	-1
1	20711	1
13	20301	-1
44	9318	1
40	24379	1
23	4049	-1
17	12273	-1
26	3240	-1
10	25089	-1
12	3107	-1
23	15993	1
48	9756	1
43	10885	1
6	3701	-1
40	7266	1
11	12834	-1
13	18951	-1
46	19236	-1
49	30796	1
7	17854	-1
9	20044	1
14	20614	-1
35	21562	-1
9	20823	-1
32	16761	1
21	22676	1
21	2508	-1
35	13523	1
12	22705	-1
35	30321	1
40	11416	-1
14	21360	-1
20	7400	-1
44	18280	-1
43	12813	1
8	9485	1
39	14335	1
48	20584	-1
27	20052	-1
35	20970	1
35	18452	1
36	17185	-1
13	19281	-1
17	20682	1
5	23241	-1
39	14304	1
0	20501	-1
41	4896	1
36	10566	1
29	6377	1
20	23076	-1
48	2738	1
45	14941	-1
13	10292	-1
39	2428	-1
43	8293	1
27	26399	-1
7	29274	-1
8	7036	1
35	10282	1
25	7041	-1
14	12395	-1
43	15982	1
27	8136	-1
47	25014	-1
26	29681	-1
25	14042	1
48	13339	1
45	30035	1
16	17734	1
25	26231	-1
23	13703	-1
13	3061	1
8	10848	1
31	2454	1
45	30623	-1
48	30998	1
46	9496	-1
15	20045	-1
5	22960	-1
11	23492	-1
41	24086	1
17	6584	-1
12	22860	1
5	5	-1
35	25635	-1
45	24945	-1
14	27368	1
28	7226	-1
1	25919	-1
30	595	1
43	20405	1
37	23955	-1
48	2074	-1
46	29075	1
6	8665	1
9	30502	1
12	2900	-1
8	18097	-1
16	22520	1
43	23957	-1
5	19199	1
20	12037	-1
11	26461	-1
38	4284	-1
43	10302	-1
43	18249	-1
6	14679	1
31	14520	-1
2	3427	-1
35	4891	-1
31	7657	-1
5	30924	-1
10	19207	1
45	24364	1
8	16691	-1
17	11927	-1
17	874	1
35	28664	-1
35	23646	1
38	993	1
4	22822	1
7	6894	1
7	22571	1
24	2871	-1
7	3245	1
3	5385	-1
17	25520	1
38	28214	-1
42	26425	1
0	21249	1
32	18731	-1
13	2218	1
18	25940	1
37	2188	-1
43	22299	1
44	30604	-1
13	11509	-1
21	25044	1
16	10439	1
49	26956	1
44	24991	1
13	13483	1
46	1125	1
48	30410	1
22	16174	-1
44	23728	1
4	8698	1
27	12265	-1
46	20278	1
7	15782	1
9	15026	-1
8	13363	1
2	16202	-1
35	30589	1
6	15677	-1
48	15372	1
46	3808	-1
15	19974	1
36	11927	1
11	29621	-1
37	10601	-1
1	28756	1
8	12618	1
0	23735	1
23	27253	-1
35	28523	1
42	18535	-1
13	21686	-1
10	16158	-1
2	21374	-1
23	20673	-1
0	17132	-1
36	12089	1
44	7653	-1
38	1927	-1
42	12393	1
9	14296	1
6	24956	-1
7	17210	1
2	17287	-1
33	12389	-1
13	17153	1
1	24153	-1
38	19905	-1
21	5704	-1
13	28635	1
9	9898	-1
32	31030	-1
0	21942	-1
7	25846	1
9	4914	-1
42	25859	1
11	19613	-1
43	25004	1
33	6612	1
7	5277	1
21	691	-1
13	10620	1
48	9330	1
48	13282	1
39	29493	-1
11	16809	-1
43	15090	1
43	9213	1
11	7546	-1
13	18308	1
29	26093	-1
29	28643	-1
32	22276	-1
6	8274	1
27	10212	1
17	9269	1
2	853	-1
2	587	-1
40	17166	1
48	2217	-1
46	6073	-1
28	24330	1
44	8102	1
33	12636	-1
40	368	-1
28	27012	1
21	10469	-1
3	434	-1
4	22070	1
38	12121	-1
42	17075	-1
5	5740	-1
41	10272	-1
25	9917	-1
34	1286	-1
28	30545	-1
48	26611	1
2	25255	1
18	12226	1
12	26153	-1
25	11221	-1
8	6414	1
21	29549	1
2	28509	-1
9	14187	1
5	6405	-1
13	13	-1
29	29256	1
37	27419	-1
8	13000	1
36	23483	1
36	13650	-1
40	26578	1
43	3872	1
30	31026	-1
2	17869	-1
37	30561	-1
38	16937	1
46	16343	1
17	8713	1
10	19745	1
46	2964	1
27	20774	1
43	9548	1
5	26244	1
49	20075	1
46	9617	-1
42	6264	1
17	6965	-1
13	18694	1
46	3491	1
15	6073	-1
23	2045	1
37	16283	-1
43	14286	-1
37	24011	-1
49	30117	-1
28	17669	-1
37	3658	-1
9	6251	-1
36	29288	1
3	17706	-1
13	13675	1
46	16979	1
15	810	-1
30	23790	-1
21	13231	-1
40	6043	-1
6	27058	-1
45	5595	1
44	9295	1
30	14063	-1
28	21756	1
28	12169	1
13	12970	1
16	27227	1
3	17355	-1
8	26891	1
43	2492	1
49	11383	1
23	5441	-1
7	9540	-1
38	14489	-1
41	27031	1
35	5056	-1
32	14643	-1
22	23430	-1
16	22442	-1
48	17438	1
23	10245	-1
16	11123	-1
13	15394	1
17	22124	1
35	17466	1
8	8906	1
3	1641	-1
27	21058	-1
18	21901	-1
1	21376	1
24	27310	-1
32	9044	1
5	8845	-1
9	13624	-1
6	8151	1
7	15669	1
21	3457	-1
8	18135	-1
6	6872	-1
33	20534	-1
38	19375	-1
49	12777	-1
12	26648	-1
41	232	-1
30	28609	-1
46	27777	1
16	4052	-1
45	17441	-1
35	25127	1
13	25249	-1
31	249	-1
35	20792	1
40	17886	-1
28	5350	-1
24	25720	-1
48	29932	1
44	16560	-1
17	15596	1
5	11383	1
9	27245	-1
8	13115	1
46	4151	-1
32	580	-1
26	29265	1
26	20064	1
3	13885	-1
8	8031	1
27	3629	-1
6	25603	1
45	6745	-1
21	25627	1
37	5532	-1
43	20211	1
21	1977	1
27	4165	-1
23	17922	1
1	2240	1
1	20719	-1
20	17100	-1
39	28087	-1
17	26604	-1
35	25279	1
28	5949	-1
17	20564	1
17	13929	-1
28	23106	1
49	23379	-1
5	19124	1
30	29137	1
7	28331	1
28	17447	1
13	16646	-1
40	24976	1
17	5693	1
26	2454	-1
18	364	-1
6	29568	1
15	21214	-1
31	8559	-1
30	3051	1
43	29681	1
42	29125	1
45	7104	-1
49	13440	-1
35	4776	-1
39	149	-1
37	30767	-1
20	24838	-1
48	16615	1
35	30611	-1
35	8996	1
36	25438	1
16	27060	1
21	9800	1
28	2889	1
30	15204	1
3	13903	-1
28	17945	1
41	7689	1
29	14113	-1
14	14060	-1
16	19172	1
48	14489	1
35	23914	1
39	18645	1
9	8635	-1
22	24378	-1
7	18645	1
13	24020	1
48	4415	1
8	11212	1
7	3234	1
27	27533	-1
35	8965	-1
14	15674	-1
30	1	-1
0	8194	1
7	15001	-1
42	6403	1
7	10874	-1
36	24831	-1
2	25734	-1
5	19118	-1
16	6941	1
20	2092	-1
32	12666	-1
0	1003	1
20	17459	-1
37	20494	1
2	12667	-1
35	12769	1
41	13468	-1
39	9444	-1
49	6012	1
13	5971	1
47	21537	1
46	23697	-1
45	30328	-1
4	12083	1
46	13190	1
28	5268	-1
15	24827	1
8	29940	1
17	25957	-1
11	21610	-1
42	22096	1
43	27333	1
21	22724	-1
13	25507	1
16	23259	1
6	29925	1
46	30672	1
43	30824	1
43	2757	1
30	21702	-1
28	25647	-1
4	14366	1
4	4634	1
3	16035	-1
46	15193	1
42	8311	1
12	10079	-1
9	3800	-1
21	29657	1
41	20651	1
39	16310	-1
32	17071	-1
7	28838	1
7	23015	1
25	23237	-1
13	10059	1
19	15853	-1
43	14429	1
48	24474	1
36	23064	-1
7	11901	1
26	29414	1
29	28934	-1
43	16087	1
46	5105	1
22	28806	-1
13	20054	1
40	12583	1
22	28546	-1
40	11701	1
6	28338	1
6	18388	1
43	26728	1
0	20734	-1
26	13243	1
48	22381	1
9	12609	-1
9	28792	1
47	8183	-1
4	541	1
0	17479	1
20	20505	-1
29	29706	1
13	5574	1
37	244	-1
43	23762	1
8	16767	-1
25	4087	-1
35	18108	1
41	6329	1
7	28499	-1
22	1792	-1
7	13993	-1
33	9958	-1
17	14749	1
1	11129	1
31	9982	-1
46	16614	1
26	4057	-1
40	2970	1
3	14718	-1
21	29754	-1
39	11867	-1
40	10351	1
16	22043	-1
48	8557	1
29	7410	1
28	7885	1
4	8735	1
32	22010	1
44	1207	1
36	7402	-1
43	21717	1
39	21014	-1
46	12482	1
49	19951	1
9	19888	-1
35	27946	1
16	4092	1
20	27498	-1
21	11222	-1
18	26283	-1
26	4923	-1
39	22870	1
27	18569	-1
37	19343	1
37	18035	1
48	10634	1
13	26150	1
6	7073	1
40	24042	1
4	12339	1
23	24575	1
31	21793	-1
47	8102	-1
25	19543	-1
23	29165	1
9	17914	-1
43	1459	1
15	2607	1
15	22656	-1
49	26108	1
39	14868	-1
23	966	-1
29	28839	-1
37	7473	-1
9	13717	-1
40	2202	-1
43	13999	1
40	10845	1
5	20208	1
4	10286	1
20	17844	-1
22	21141	-1
39	24152	-1
36	20084	1
13	13364	1
19	19130	-1
9	1070	-1
32	18299	1
43	27979	-1
2	11375	-1
4	42	1
8	9524	-1
17	26664	1
26	30311	-1
18	21313	1
48	26588	1
20	11370	-1
4	15219	1
45	30666	-1
35	21415	1
20	16470	-1
26	4286	1
9	27255	-1
42	5623	-1
48	23208	1
13	21868	-1
48	9828	-1
42	12442	1
1	24766	1
46	21556	-1
6	8921	-1
32	8294	-1
3	29289	-1
44	2583	1
35	14933	-1
35	434	1
19	14798	-1
6	3403	-1
8	12801	-1
2	11784	-1
6	10779	1
8	27106	1
4	1494	-1
16	13225	1
7	13388	-1
36	15841	-1
36	2260	-1
40	25393	1
19	13425	1
37	14974	-1
48	10174	1
10	17045	1
7	5601	1
18	15389	-1
5	5805	-1
45	23889	-1
35	9294	-1
44	2878	1
26	12653	1
24	1146	-1
43	21512	1
46	10108	1
20	20745	1
27	2099	1
42	27052	1
44	6296	1
4	7596	1
38	22409	-1
14	12306	-1
21	13409	-1
15	11555	-1
48	7346	1
5	23197	1
6	4435	1
15	1587	-1
1	5972	1
43	5584	-1
6	2120	-1
17	22621	1
7	59	1
20	1527	-1
1	20458	1
40	28594	1
32	1158	-1
7	8832	1
1	15658	-1
21	818	1
21	648	-1
13	4981	1
5	18532	1
21	1772	1
45	4784	1
40	28141	-1
47	1044	1
12	11030	-1
25	3469	-1
12	7995	1
16	16145	1
38	8749	1
29	7546	-1
41	25760	1
6	29582	1
0	20864	1
23	17329	1
20	23440	-1
4	27233	1
5	16389	-1
25	24769	-1
16	20831	1
10	21902	-1
3	22240	-1
23	19827	1
43	25015	1
4	7558	1
1	17861	1
7	916	-1
35	3100	1
32	3574	-1
40	23155	1
38	24311	1
8	23974	-1
19	675	-1
38	28811	-1
34	13663	-1
23	30814	1
23	7107	-1
43	18469	1
21	808	-1
22	5791	-1
1	25765	1
6	30245	1
27	20177	1
37	4427	-1
49	8973	-1
14	8617	1
25	30293	-1
8	7817	1
24	30565	-1
46	21191	1
6	869	-1
5	17132	1
16	11964	1
8	16432	1
7	4120	-1
28	24010	1
8	5982	1
23	25172	-1
13	12603	-1
17	17771	-1
6	21169	1
40	24926	1
28	28287	-1
43	25854	1
25	390	-1
21	22287	-1
42	4904	1
23	14528	1
7	6608	-1
16	10938	1
19	19968	-1
37	29906	-1
25	27891	-1
36	3411	-1
5	12945	-1
36	30876	-1
46	21081	1
8	15180	-1
13	6943	-1
0	15799	1
42	1562	1
21	8496	1
36	26117	1
43	27294	-1
44	26319	-1
35	27523	-1
39	23518	-1
48	3505	1
3	21462	-1
39	22934	-1
17	9729	1
38	25333	-1
42	696	1
4	20375	1
46	13935	1
29	6752	1
2	8201	-1
3	7364	-1
48	16849	1
42	20324	1
42	5560	-1
18	7895	-1
0	16562	-1
11	13607	-1
3	22169	-1
46	15110	1
18	14830	-1
27	22357	-1
41	22048	-1
49	4380	-1
35	3728	-1
5	14388	-1
4	26923	1
4	7473	1
26	16999	1
15	20863	-1
46	5307	1
14	4671	1
0	2147	-1
49	21473	1
38	27277	-1
29	10286	-1
8	26772	1
43	9813	-1
9	21647	-1
45	18449	-1
5	29632	-1
46	24304	1
39	2386	-1
16	27521	-1
7	29705	-1
43	3525	-1
13	24064	1
34	8906	-1
27	6630	-1
43	1565	-1
16	9438	1
48	24804	1
13	26247	1
23	29819	1
23	21225	-1
46	26553	1
43	3325	1
43	11947	1
41	23622	-1
0	23644	-1
48	15757	1
29	15615	-1
39	7961	-1
13	28179	1
37	725	-1
44	6457	-1
48	28136	1
9	4662	-1
2	27652	-1
14	4815	1
20	5249	1
48	10493	1
40	21279	1
25	28976	-1
13	8916	1
25	16882	-1
1	7668	-1
13	4672	-1
18	23665	1
4	6705	1
30	16089	-1
39	8229	1
39	21284	-1
45	30320	-1
1	27928	1
1	8464	-1
30	26425	1
10	3833	1
47	9647	-1
46	8917	1
47	10850	-1
1	17824	1
13	19091	1
48	15504	1
48	17314	-1
24	843	-1
5	23348	1
6	29354	1
25	4461	-1
35	20093	1
17	20308	-1
4	9084	1
48	6293	1
32	15950	1
16	1279	1
8	4146	1
16	18103	-1
46	16311	1
9	3751	-1
1	19890	1
24	8224	-1
25	19391	-1
6	9427	1
3	27405	-1
34	8081	-1
46	3752	1
43	16411	1
41	23772	1
40	13333	-1
16	21133	-1
21	11642	-1
36	27198	-1
30	17087	1
39	7933	-1
5	2994	1
43	28321	1
1	13347	-1
10	29763	1
33	11352	-1
45	18463	1
40	6007	-1
40	28133	1
46	27757	-1
30	19147	1
48	9011	1
40	7548	-1
3	10265	-1
23	20277	1
24	19600	-1
25	18105	-1
23	7382	-1
45	15115	-1
23	29475	-1
40	23876	1
39	10015	-1
4	29809	1
31	18913	-1
9	29892	1
43	20553	1
40	2443	1
10	29767	1
40	25558	-1
19	29700	-1
28	12573	1
42	19365	1
0	22278	1
8	21103	1
48	23235	1
38	1672	1
14	8375	1
42	28866	-1
22	6562	-1
45	24346	-1
8	11547	1
22	24900	-1
23	17831	-1
3	24102	-1
46	19804	1
47	8873	-1
27	10064	1
31	4167	-1
19	23112	-1
41	11366	1
17	28434	-1
11	10457	-1
18	24173	-1
38	27385	-1
21	10309	-1
13	13618	1
47	23089	-1
32	25228	-1
39	10531	-1
42	22799	1
43	17063	1
24	17979	-1
43	15341	1
10	6246	1
13	18373	1
41	11485	-1
31	27788	-1
49	11287	1
35	3894	-1
44	7791	1
48	23143	1
48	24859	-1
46	9130	1
45	20360	1
48	11818	-1
46	28038	-1
23	1394	-1
5	16787	-1
34	19771	-1
39	30627	1
2	21293	-1
10	1315	-1
30	2989	1
12	12103	-1
47	14789	-1
43	14119	1
36	14761	-1
48	28001	1
42	20208	-1
48	26540	1
13	25551	-1
13	18372	-1
30	1908	-1
10	7827	1
12	5434	-1
21	25143	-1
23	12257	1
40	17177	1
46	12454	1
42	8911	1
35	10793	1
41	15531	1
10	9586	1
1	15737	-1
21	15414	-1
43	4818	-1
16	15035	1
12	4742	-1
8	21614	1
13	17597	1
39	19481	-1
41	26385	-1
16	30962	-1
8	18914	1
18	30614	-1
20	26820	1
6	12927	-1
48	7486	1
29	11632	-1
35	3141	-1
35	15248	-1
48	19181	1
36	2885	1
16	13313	1
48	19143	1
18	16331	1
13	17708	1
40	7258	1
42	2599	1
16	27530	1
25	16329	-1
40	623	1
10	3831	-1
35	25764	1
2	17530	-1
26	10703	-1
0	19526	-1
37	27485	-1
44	7276	1
35	20036	1
28	3230	1
13	13626	1
4	25543	1
26	19241	1
49	11849	-1
4	28739	-1
41	27671	-1
33	9868	-1
17	15735	-1
7	6256	-1
40	3143	1
25	4226	-1
48	1104	1
13	27458	1
46	15133	1
4	5013	1
28	30907	-1
27	19945	-1
28	21596	1
44	26434	1
47	5010	1
19	2074	-1
9	19398	1
6	30268	1
32	8831	-1
43	27353	-1
43	7905	1
0	11626	1
18	19542	-1
28	3040	1
46	13396	1
43	26	1
26	837	1
46	4582	-1
19	17792	-1
43	27303	1
41	20253	1
46	24118	-1
48	27203	1
32	5662	-1
11	21618	-1
13	23201	1
32	30013	-1
5	26551	-1
1	26997	1
42	23039	1
10	17852	1
43	18848	1
42	2365	1
48	25718	1
30	6710	1
30	18070	-1
42	15195	1
2	4626	-1
6	24617	1
0	8922	-1
21	16751	-1
43	29701	1
39	25568	-1
46	15443	1
6	27652	1
8	19982	1
37	21811	-1
36	10510	-1
12	19532	1
43	652	1
39	19778	1
48	6644	1
43	27684	1
29	22678	1
40	28700	1
37	8448	-1
46	22378	1
0	22434	-1
27	21551	-1
21	13442	1
39	13982	1
35	19068	-1
41	5737	-1
4	22	1
43	28887	1
10	10819	-1
12	4721	-1
8	25118	1
6	19230	1
46	29365	1
6	29486	1
48	9348	1
23	30961	1
29	12099	1
14	21626	1
26	14726	-1
0	12615	1
42	3624	1
49	3919	-1
12	13012	-1
42	9681	1
45	14483	1
30	16400	-1
40	1731	1
13	15172	-1
21	4166	-1
7	10320	1
38	23402	-1
48	7132	1
14	9723	-1
36	13541	1
8	6065	1
21	30962	1
20	2758	1
38	1771	-1
39	15077	-1
26	26213	-1
44	3659	-1
47	1461	1
32	7113	-1
49	22623	-1
42	4102	-1
7	18995	-1
48	2060	1
47	7167	-1
43	25924	1
45	7622	-1
7	14609	-1
39	15398	-1
48	7269	-1
33	27760	1
42	15370	1
45	18027	-1
15	8779	-1
20	23787	-1
6	17205	1
25	1244	-1
17	12415	1
40	20953	1
27	29379	-1
23	8273	-1
6	17614	1
14	27278	-1
23	4663	1
21	12881	1
46	4761	-1
7	10698	1
3	29879	-1
10	7506	1
13	7630	1
33	18941	-1
2	9641	-1
46	17271	1
43	20548	-1
43	11566	1
4	15046	1
21	15856	1
15	389	-1
43	11490	1
5	806	-1
42	29872	1
46	21680	1
24	189	-1
37	7582	-1
6	18157	-1
7	22951	1
